action	view	status	input_path	render_path	visual_validation
fp_use_bow	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_bow_left	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_brush	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_brush_left	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_bundle	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_bundle_left	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_crossbow_charge	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_crossbow_charge_left	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_crossbow_hold	first_person	asset_only	none	none	pending
fp_use_crossbow_hold_left	first_person	asset_only	none	none	pending
fp_use_drink	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_drink_left	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_eat	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_eat_left	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_fishing_hold	first_person	asset_only	none	none	pending
fp_use_fishing_hold_left	first_person	asset_only	none	none	pending
fp_use_item	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_item_left	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_map	first_person	asset_only	none	none	pending
fp_use_spear	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_spear_left	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_spyglass	first_person	vanilla_fallback	END_CLIENT_TICK -> VanillaActionSampler.useAction	scope suppresses custom hands; not counted as rendered	pending
fp_use_spyglass_left	first_person	vanilla_fallback	END_CLIENT_TICK -> VanillaActionSampler.useAction	scope suppresses custom hands; not counted as rendered	pending
fp_use_toot_horn	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_toot_horn_left	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_trident	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_trident_left	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_two_hands	first_person	asset_only	none	none	pending
interact_book	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_book_left	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_bucket	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_bucket_left	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_drop	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_drop_left	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_equip	third_person	asset_only	none	none	pending
interact_equip_left	third_person	asset_only	none	none	pending
interact_feed	third_person	asset_only	none	none	pending
interact_feed_left	third_person	asset_only	none	none	pending
interact_fish_cast	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_fish_cast_left	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_fish_reel	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_fish_reel_left	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_ignite	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_ignite_left	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_interact	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_interact_left	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_inventory	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_inventory_left	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_leash	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_leash_left	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_mine	third_person	wired_not_playtested	isDestroying + hand swing -> VanillaActionSampler.sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_mine_left	third_person	wired_not_playtested	isDestroying + hand swing -> VanillaActionSampler.sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_pickup	third_person	asset_only	none	none	pending
interact_pickup_left	third_person	asset_only	none	none	pending
interact_place	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_place_left	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_shear	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_shear_left	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_swap_hands	third_person	asset_only	none	none	pending
interact_swap_hands_left	third_person	asset_only	none	none	pending
interact_throw	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
interact_throw_left	third_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
move_boat	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_climb	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_climb_down	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_climb_idle	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_crawl	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_dismount	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_fall	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_fly	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_fly_down	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_fly_up	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_glide	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_idle	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_jump_air	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_jump_land	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_jump_start	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_minecart	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_mount	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_ride	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_riptide	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_run	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_sleep	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_sneak_idle	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_sneak_walk	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_start	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_stop	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_swim	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_turn_left	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_turn_right	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_walk	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_walk_back	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_walk_back_left	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_walk_back_right	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_walk_forward_left	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_walk_forward_right	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_walk_left	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
move_walk_right	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
react_death	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
react_freeze	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
react_hurt	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.movement / PlayerActionController.transition or hurt edge	PlayerInstance -> play(base) -> native scene -> RenderFeature	pending
use_block	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_block_left	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_bow	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_bow_left	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_brush	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_brush_left	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_bundle	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_bundle_left	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_crossbow_charge	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_crossbow_charge_left	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_crossbow_hold	third_person	asset_only	none	none	pending
use_crossbow_hold_left	third_person	asset_only	none	none	pending
use_drink	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_drink_left	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_eat	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_eat_left	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_fishing_hold	third_person	asset_only	none	none	pending
use_fishing_hold_left	third_person	asset_only	none	none	pending
use_item	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_item_left	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_map	third_person	asset_only	none	none	pending
use_spear	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_spear_left	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_spyglass	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_spyglass_left	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_toot_horn	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_toot_horn_left	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_trident	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_trident_left	third_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	PlayerInstance -> playOverlay(upper/) -> native scene -> RenderFeature	pending
use_two_hands	third_person	asset_only	none	none	pending
